Bairro,geometry,soil_moisture,date,precipitation_mmhr,date_right,srtm_max,gpm_score,smap_score,srtm_score,risk_classification,recommended_action,lat,lon
Campeche,"POLYGON ((-48.524499 -27.6765071, -48.5244966 -27.6765569, -48.5243331 -27.6767001, -48.5239756 -27.6767454, -48.5238959 -27.6767695, -48.5238247 -27.6768188, -48.5236916 -27.6769842, -48.5235974 -27.6770566, -48.5235156 -27.6770517, -48.5232971 -27.6768261, -48.5232211 -27.6768221, -48.5231887 -27.6768666, -48.5231577 -27.6770152, -48.5231012 -27.6771584, -48.523007 -27.6772927, -48.5230077 -27.6773537, -48.5231197 -27.6774506, -48.5232982 -27.6775118, -48.5233461 -27.6775504, -48.5234035 -27.677859, -48.5219724 -27.6778292, -48.52127 -27.6780475, -48.5202717 -27.6785386, -48.5165092 -27.6809005, -48.5153407 -27.6815816, -48.5148109 -27.6817859, -48.5142303 -27.6819808, -48.5148361 -27.6828551, -48.5190383 -27.6906436, -48.5213411 -27.70139, -48.5090762 -27.7031995, -48.5090427 -27.7033394, -48.5090073 -27.7035279, -48.5089479 -27.7040391, -48.5087423 -27.705806, -48.5086976 -27.70619, -48.5086352 -27.7062767, -48.5086192 -27.7063473, -48.5086239 -27.7064149, -48.5085988 -27.7064713, -48.5082967 -27.70664, -48.5081279 -27.7070043, -48.5082246 -27.7073458, -48.5088711 -27.7084251, -48.5096288 -27.7082881, -48.5108794 -27.7093038, -48.5125355 -27.7103527, -48.514026 -27.7118301, -48.5152747 -27.7137174, -48.5120102 -27.7173397, -48.5110693 -27.7177336, -48.5105404 -27.717815, -48.5093145 -27.7180038, -48.5050802 -27.7198499, -48.5031735 -27.7202047, -48.5028984 -27.7202559, -48.5028912 -27.7202005, -48.5028791 -27.7201554, -48.5028778 -27.7201126, -48.5028778 -27.7200865, -48.5028778 -27.7200432, -48.5028718 -27.7200046, -48.5028698 -27.7199719, -48.5028624 -27.7199221, -48.5028523 -27.7198859, -48.5028523 -27.7198508, -48.5028429 -27.719814, -48.5028429 -27.719779, -48.5028463 -27.7197446, -48.5028443 -27.7197155, -48.5028382 -27.7196769, -48.5028389 -27.7196253, -48.5028369 -27.719563, -48.5028349 -27.7195226, -48.5028309 -27.7194947, -48.5028248 -27.7194644, -48.5028181 -27.7194359, -48.5028134 -27.719408, -48.5028154 -27.7193819, -48.5028201 -27.7193576, -48.502847 -27.7193267, -48.5028631 -27.7192875, -48.5028711 -27.7192377, -48.5028791 -27.7191712, -48.5028791 -27.7191296, -48.5028818 -27.719062, -48.5028711 -27.7189943, -48.5028711 -27.7189302, -48.5028791 -27.7188601, -48.5028885 -27.7187841, -48.5028939 -27.718745, -48.5028993 -27.7186904, -48.5028899 -27.718631, -48.5028791 -27.718574, -48.5028765 -27.7185182, -48.5028778 -27.7184078, -48.5028798 -27.71832, -48.5029013 -27.7182327, -48.50292 -27.718168, -48.5029583 -27.7181021, -48.5030045 -27.7180534, -48.5030678 -27.7180012, -48.5031281 -27.7179619, -48.5031938 -27.717932, -48.5032702 -27.7178939, -48.5033057 -27.7178368, -48.5033127 -27.7177691, -48.5032795 -27.7176729, -48.5028943 -27.7162737, -48.502455 -27.7153982, -48.4998812 -27.7106435, -48.498922 -27.7088435, -48.4981131 -27.707566, -48.4976879 -27.7069492, -48.4975272 -27.7067161, -48.4972269 -27.7064034, -48.4966636 -27.7054718, -48.4959281 -27.7046047, -48.4951893 -27.7035774, -48.4947494 -27.7030811, -48.4944436 -27.7026204, -48.4941083 -27.7021739, -48.4934968 -27.7014211, -48.4931159 -27.7010008, -48.4924561 -27.700267, -48.4918794 -27.699697, -48.4912169 -27.6990558, -48.4904176 -27.6983814, -48.48979 -27.6978755, -48.488929 -27.6971963, -48.4884784 -27.6968805, -48.4874806 -27.6962487, -48.4866518 -27.6957073, -48.4859303 -27.6952275, -48.485662 -27.6950019, -48.4853724 -27.6947241, -48.4851497 -27.6945768, -48.484734 -27.6943678, -48.4842029 -27.6941256, -48.483873 -27.6939546, -48.4834519 -27.6937147, -48.483063 -27.693463, -48.4827438 -27.6932136, -48.482607 -27.6930711, -48.4824809 -27.6929001, -48.4822986 -27.6924774, -48.4819499 -27.6919406, -48.4816656 -27.6916057, -48.4813625 -27.6911355, -48.4810889 -27.6904634, -48.4810245 -27.6898648, -48.4809735 -27.6891025, -48.4807858 -27.6881999, -48.4806302 -27.6876228, -48.480421 -27.687143, -48.4801528 -27.6866466, -48.4800348 -27.6863569, -48.4799489 -27.686022, -48.4798685 -27.6857037, -48.4795493 -27.6848985, -48.4793964 -27.6843618, -48.479383 -27.6838511, -48.4792918 -27.68273, -48.4791604 -27.6815282, -48.4790692 -27.6802432, -48.4790128 -27.6790247, -48.4788734 -27.6783881, -48.4782806 -27.6754071, -48.4779856 -27.6742598, -48.47772 -27.6730958, -48.4775162 -27.6724793, -48.4771648 -27.671597, -48.4767652 -27.6704069, -48.4761902 -27.668521, -48.4760651 -27.6681549, -48.4756681 -27.6672617, -48.4748796 -27.6651047, -48.4745604 -27.6645655, -48.4743163 -27.6640357, -48.4739757 -27.6633254, -48.4736484 -27.6626721, -48.47334 -27.6619879, -48.4729001 -27.6612514, -48.4724012 -27.6604176, -48.4719747 -27.6594911, -48.4717977 -27.6591561, -48.4715027 -27.6586477, -48.4711647 -27.6581037, -48.4709474 -27.6577259, -48.4707919 -27.6573577, -48.4705398 -27.656961, -48.4702662 -27.6564573, -48.4698987 -27.6557731, -48.4694615 -27.6550413, -48.4689546 -27.6541837, -48.4686488 -27.6537798, -48.468048 -27.6527225, -48.467702 -27.6521096, -48.4672245 -27.6514657, -48.4669027 -27.6510547, -48.4665728 -27.6505866, -48.466503 -27.6503847, -48.4663501 -27.6500378, -48.4661597 -27.6497693, -48.4660015 -27.6495127, -48.4657466 -27.6492443, -48.4655026 -27.6489972, -48.4651297 -27.6485172, -48.4644914 -27.6475574, -48.4638181 -27.6466283, -48.4634426 -27.6460486, -48.4629437 -27.6452717, -48.462418 -27.6446349, -48.4621557 -27.644243, -48.473174 -27.6372301, -48.4731865 -27.6373035, -48.4731989 -27.6373956, -48.4732385 -27.6376796, -48.4732569 -27.6378035, -48.4732822 -27.6379065, -48.4733184 -27.6380036, -48.4733645 -27.6380914, -48.4734244 -27.6381814, -48.4738694 -27.6387897, -48.4739398 -27.6389039, -48.4740028 -27.6390317, -48.4747534 -27.6387529, -48.4744337 -27.6376987, -48.4794693 -27.6360203, -48.4808656 -27.6344225, -48.4828728 -27.6328247, -48.4843855 -27.6325927, -48.4863054 -27.6314845, -48.4883417 -27.6311237, -48.4946428 -27.6310024, -48.4956301 -27.6312849, -48.4971317 -27.6300912, -48.4974197 -27.6295172, -48.4976254 -27.6289887, -48.498263 -27.6282142, -48.498846 -27.6275315, -48.5006442 -27.6267425, -48.5017171 -27.6268186, -48.5027899 -27.6276931, -48.5046353 -27.6295181, -48.5060944 -27.6314192, -48.5075535 -27.6318374, -48.5091865 -27.6324571, -48.5096215 -27.6331618, -48.5100693 -27.6340219, -48.5102687 -27.6360591, -48.5118492 -27.6370639, -48.5136516 -27.6391549, -48.5151539 -27.6413325, -48.5175617 -27.6433232, -48.5187853 -27.6455075, -48.5193224 -27.6471748, -48.5194642 -27.6471862, -48.5195459 -27.6471984, -48.5197409 -27.6472183, -48.5203062 -27.6472972, -48.5203893 -27.647305, -48.5205871 -27.6473191, -48.5206698 -27.647328, -48.5207579 -27.6473446, -48.5208865 -27.6473715, -48.5211129 -27.647331, -48.521329 -27.6469972, -48.5217106 -27.6467187, -48.5216223 -27.6469278, -48.5215044 -27.6473366, -48.52148 -27.6476769, -48.5215473 -27.6483087, -48.521678 -27.6486965, -48.5218839 -27.6493686, -48.5220689 -27.6497773, -48.5224608 -27.6505243, -48.5229717 -27.6514573, -48.5228962 -27.6515888, -48.5227633 -27.6519473, -48.5226188 -27.653061, -48.5225751 -27.6533047, -48.5224773 -27.6536557, -48.5223352 -27.6540335, -48.5221107 -27.6543258, -48.5219235 -27.6545024, -48.5217986 -27.6545875, -48.5216519 -27.6546613, -48.5214673 -27.6547208, -48.5209981 -27.6547888, -48.5201514 -27.654881, -48.5196097 -27.6549025, -48.5193864 -27.6549851, -48.5192201 -27.6550839, -48.5190961 -27.6552481, -48.5190977 -27.655516, -48.5191294 -27.6557169, -48.519227 -27.655964, -48.5193445 -27.6561682, -48.5201557 -27.6569623, -48.5203342 -27.6571727, -48.5203872 -27.6572789, -48.5204265 -27.6573943, -48.5204267 -27.6575573, -48.520394 -27.6576535, -48.520224 -27.6578887, -48.5200655 -27.6579793, -48.5199001 -27.6580323, -48.5197507 -27.6580568, -48.5187961 -27.6581028, -48.5183645 -27.6581505, -48.5181363 -27.6581908, -48.5178875 -27.658267, -48.5177441 -27.6583239, -48.5176525 -27.6584058, -48.517563 -27.6585656, -48.517555 -27.658705, -48.517578 -27.6587961, -48.5176806 -27.6589909, -48.5177876 -27.6591941, -48.5179132 -27.6593565, -48.5181922 -27.6598017, -48.5182111 -27.6599167, -48.5182029 -27.6600117, -48.5181208 -27.660211, -48.5179707 -27.6604542, -48.5178571 -27.6605642, -48.517415 -27.6611466, -48.5173543 -27.6612383, -48.5172549 -27.6614577, -48.5171504 -27.6619551, -48.517144 -27.6623894, -48.5171037 -27.6628831, -48.5170319 -27.6632823, -48.5169483 -27.6635064, -48.5168362 -27.6637068, -48.5167474 -27.6637986, -48.5165756 -27.6640243, -48.5161697 -27.6644263, -48.5159869 -27.6646394, -48.51582 -27.6648681, -48.5156491 -27.6652254, -48.5156161 -27.6652678, -48.51549 -27.6653733, -48.5152367 -27.6654969, -48.5151742 -27.6654621, -48.5150503 -27.6654398, -48.5144022 -27.6653611, -48.5142774 -27.6653724, -48.5142141 -27.6653975, -48.5141385 -27.6654576, -48.5140721 -27.6656196, -48.51406 -27.6656895, -48.5140701 -27.6658288, -48.5141702 -27.6660307, -48.5142753 -27.6660917, -48.5144217 -27.6661128, -48.5146683 -27.6660919, -48.5148572 -27.6660377, -48.5150012 -27.6660183, -48.5150782 -27.6660163, -48.5151842 -27.6660423, -48.5152439 -27.6660898, -48.5152907 -27.6661651, -48.5155082 -27.6666693, -48.51558 -27.6668094, -48.5156526 -27.6669018, -48.5159099 -27.6670704, -48.5160367 -27.6671125, -48.5162968 -27.6671702, -48.5165563 -27.6672002, -48.5168401 -27.6673946, -48.516956 -27.6674532, -48.5170681 -27.667463, -48.5171439 -27.6674357, -48.5172509 -27.6673392, -48.5172865 -27.66728, -48.5173169 -27.6671809, -48.5173366 -27.6670368, -48.5173765 -27.6669794, -48.5174118 -27.6669541, -48.51748 -27.6669443, -48.517566 -27.6669732, -48.5176636 -27.6670822, -48.5179065 -27.6674729, -48.5181435 -27.667727, -48.518162 -27.6677813, -48.5181629 -27.6679542, -48.5181421 -27.6680735, -48.5181035 -27.6681436, -48.5179384 -27.6687194, -48.5179389 -27.668767, -48.5179761 -27.668863, -48.5180767 -27.668909, -48.518231 -27.6688802, -48.5183868 -27.6687884, -48.5187763 -27.6684207, -48.5189815 -27.6681668, -48.5190503 -27.6681357, -48.519182 -27.668133, -48.5192555 -27.6681712, -48.5193171 -27.6682308, -48.5195372 -27.668558, -48.5195739 -27.6685802, -48.5196671 -27.6685692, -48.5197039 -27.6685253, -48.5197603 -27.6684047, -48.519845 -27.6680745, -48.5199111 -27.667928, -48.519976 -27.6678292, -48.5200054 -27.6677416, -48.5200034 -27.6676522, -48.5199253 -27.6675428, -48.5197782 -27.6674333, -48.5197069 -27.6673454, -48.5196903 -27.6672871, -48.5196766 -27.6669281, -48.5195483 -27.6664994, -48.5194694 -27.6663513, -48.5194583 -27.6662675, -48.5194985 -27.6661601, -48.5195551 -27.666147, -48.5198202 -27.6661861, -48.5199257 -27.6662416, -48.5199393 -27.6662553, -48.5202852 -27.6666034, -48.520459 -27.6668138, -48.5210474 -27.6673873, -48.5211028 -27.6675207, -48.5211372 -27.6677214, -48.5211146 -27.6679628, -48.5209419 -27.6684367, -48.5209054 -27.6686015, -48.5208553 -27.6690304, -48.5207772 -27.6692021, -48.5207321 -27.6692481, -48.520667 -27.6692761, -48.520517 -27.6692897, -48.5204042 -27.6692249, -48.5201717 -27.6690162, -48.5200972 -27.6689738, -48.5199575 -27.6689648, -48.5199286 -27.6690076, -48.5199314 -27.6691526, -48.5199737 -27.6693008, -48.5200495 -27.6694513, -48.5201041 -27.669529, -48.5204416 -27.669824, -48.5205289 -27.6700059, -48.5205691 -27.6701491, -48.5206188 -27.6702386, -48.520645 -27.6702581, -48.5214599 -27.6703573, -48.5216237 -27.6703093, -48.521907 -27.6701637, -48.5219988 -27.6701384, -48.5221179 -27.6701492, -48.5221327 -27.6701687, -48.5221347 -27.6702257, -48.5219364 -27.6704865, -48.521906 -27.6705835, -48.5220123 -27.6710687, -48.5219966 -27.6711398, -48.5219521 -27.6711854, -48.5218944 -27.6711949, -48.5218375 -27.6711669, -48.521663 -27.6710112, -48.5215539 -27.6709881, -48.521496 -27.6710151, -48.5214342 -27.6711187, -48.5214202 -27.6711912, -48.5214 -27.6714277, -48.5214105 -27.6715082, -48.5214314 -27.6715614, -48.5214875 -27.6716204, -48.5219109 -27.671897, -48.5220639 -27.6720265, -48.5224058 -27.6724395, -48.5227981 -27.6729653, -48.5232276 -27.6734464, -48.5234268 -27.6737128, -48.5238439 -27.6741794, -48.5240201 -27.6744141, -48.5240292 -27.6745755, -48.5240021 -27.6746832, -48.5238911 -27.6748358, -48.5238176 -27.6748941, -48.5236947 -27.6749529, -48.5234852 -27.6751387, -48.5234048 -27.6752917, -48.5233026 -27.6755453, -48.5231954 -27.675666, -48.5231708 -27.6757768, -48.5231965 -27.6758798, -48.5237103 -27.6764363, -48.5238076 -27.6765075, -48.5238634 -27.6765191, -48.5239737 -27.6765119, -48.5243412 -27.6764032, -48.5244327 -27.6764146, -48.524476 -27.6764529, -48.524499 -27.6765071))",0.35838184,2025-01-30,11.309999,2025-01-30,35.74,Low,High,Critical,High,Alert,-27.66749113302831,-48.49734874871551
Caieira da Barra do Sul,"POLYGON ((-48.5640141 -27.8171266, -48.5639658 -27.8171575, -48.5638974 -27.8171029, -48.5638417 -27.8170264, -48.5638156 -27.8169493, -48.5637874 -27.816887, -48.5637753 -27.8168621, -48.5637908 -27.8168473, -48.5638263 -27.8168319, -48.5638873 -27.8168176, -48.5639736 -27.8168053, -48.5639591 -27.8168319, -48.5639356 -27.8168686, -48.5639296 -27.8169155, -48.5639296 -27.8169594, -48.563941 -27.8169932, -48.5639732 -27.8170626, -48.5639872 -27.8170881, -48.5640141 -27.8171266))",0.4851021,2025-01-30,10.179999,2025-01-30,37.15,Low,Critical,Critical,High,Alert,-27.816964854628342,-48.563893182350874
Morro das Pedras,"POLYGON ((-48.5152747 -27.7137174, -48.5120102 -27.7173397, -48.5110693 -27.7177336, -48.5105404 -27.717815, -48.5093145 -27.7180038, -48.5050802 -27.7198499, -48.5031735 -27.7202047, -48.5028984 -27.7202559, -48.5028912 -27.7202005, -48.5028791 -27.7201554, -48.5028778 -27.7201126, -48.5028778 -27.7200865, -48.5028778 -27.7200432, -48.5028718 -27.7200046, -48.5028698 -27.7199719, -48.5028624 -27.7199221, -48.5028523 -27.7198859, -48.5028523 -27.7198508, -48.5028429 -27.719814, -48.5028429 -27.719779, -48.5028463 -27.7197446, -48.5028443 -27.7197155, -48.5028382 -27.7196769, -48.5028389 -27.7196253, -48.5028369 -27.719563, -48.5028349 -27.7195226, -48.5028309 -27.7194947, -48.5028248 -27.7194644, -48.5028181 -27.7194359, -48.5028134 -27.719408, -48.5028154 -27.7193819, -48.5028201 -27.7193576, -48.502847 -27.7193267, -48.5028631 -27.7192875, -48.5028711 -27.7192377, -48.5028791 -27.7191712, -48.5028791 -27.7191296, -48.5028818 -27.719062, -48.5028711 -27.7189943, -48.5028711 -27.7189302, -48.5028791 -27.7188601, -48.5028885 -27.7187841, -48.5028939 -27.718745, -48.5028993 -27.7186904, -48.5028899 -27.718631, -48.5028791 -27.718574, -48.5028765 -27.7185182, -48.5028778 -27.7184078, -48.5028798 -27.71832, -48.5029013 -27.7182327, -48.50292 -27.718168, -48.5029583 -27.7181021, -48.5030045 -27.7180534, -48.5030678 -27.7180012, -48.5031281 -27.7179619, -48.5031938 -27.717932, -48.5032702 -27.7178939, -48.5033057 -27.7178368, -48.5033127 -27.7177691, -48.5032795 -27.7176729, -48.5028943 -27.7162737, -48.502455 -27.7153982, -48.4998812 -27.7106435, -48.498922 -27.7088435, -48.4981131 -27.707566, -48.4976879 -27.7069492, -48.4981451 -27.7067491, -48.4985904 -27.7065853, -48.4987534 -27.7065338, -48.4989214 -27.7064905, -48.4990437 -27.7064628, -48.4991721 -27.7064261, -48.4992816 -27.7063865, -48.4994589 -27.7063223, -48.4995554 -27.7063039, -48.4996593 -27.7062971, -48.5001901 -27.7062919, -48.5006277 -27.7062825, -48.5007803 -27.7062724, -48.5010647 -27.7062373, -48.5017595 -27.7062573, -48.5018853 -27.70626, -48.5024349 -27.7062724, -48.5028843 -27.7062789, -48.5030171 -27.7062804, -48.5032391 -27.7062802, -48.5034546 -27.7062787, -48.5037935 -27.7062724, -48.5040616 -27.7062664, -48.5043233 -27.7062561, -48.5047722 -27.7062349, -48.5048391 -27.7062311, -48.5051263 -27.7062125, -48.5053998 -27.7061909, -48.5056282 -27.7061676, -48.5058148 -27.7061469, -48.5060644 -27.7061161, -48.5068097 -27.7060201, -48.5069652 -27.7060046, -48.5070928 -27.7059992, -48.5071826 -27.7060027, -48.5073776 -27.7060152, -48.5074471 -27.706002, -48.5075113 -27.7059983, -48.5076058 -27.7060049, -48.5076949 -27.7060202, -48.5078081 -27.7060577, -48.5079516 -27.7061204, -48.5081238 -27.7062057, -48.5085988 -27.7064713, -48.5082967 -27.70664, -48.5081279 -27.7070043, -48.5082246 -27.7073458, -48.5088711 -27.7084251, -48.5096288 -27.7082881, -48.5108794 -27.7093038, -48.5125355 -27.7103527, -48.514026 -27.7118301, -48.5152747 -27.7137174))",0.35838184,2025-01-30,9.599999,2025-01-30,33.4,Low,High,Critical,High,Alert,-27.712434388413477,-48.50647165298283
